post_id,author_id,author_username,author_followers,author_account_age_days,has_media,views,likes,retweets,replies,bookmarks,quotes,content_type,ai_generated,lang,engagement_total,engagement_rate,hashtags,created_at,ai_confidence,detection_method
control_000562,user_5062,user_50661,90,639,True,5539,365,94,48,62,16,control,False,en,523,0.0944213756995847,"digitalart,digitalart",2025-01-20,1.0,pre_labeled
control_000581,user_4277,user_39603,328,779,True,9530,311,85,21,107,29,control,False,en,446,0.0467995802728226,"photography,digitalart,digitalart",2025-03-11,1.0,pre_labeled
treatment_000212,user_8100,user_32132,478,1564,True,6244,478,52,51,22,29,treatment,True,en,610,0.0976937860345932,"GrokAI,AIArt,GrokAI",2025-01-07,1.0,pre_labeled
control_000085,user_8721,user_76650,103,614,True,5494,415,79,16,66,21,control,False,en,531,0.0966508918820531,"artistsontwitter,digitalart",2025-01-09,1.0,pre_labeled
treatment_000079,user_7027,user_66700,111,1685,True,9354,577,108,89,85,21,treatment,True,en,795,0.0849903784477229,AIGenerated,2025-04-27,1.0,pre_labeled
treatment_000148,user_8394,user_95305,620,1440,True,14496,888,259,115,192,53,treatment,True,en,1315,0.0907146799116997,AIArt,2025-01-06,1.0,pre_labeled
control_000014,user_9794,user_92479,471,1180,True,10673,680,134,90,76,13,control,False,en,917,0.0859177363440457,artistsontwitter,2025-04-02,1.0,pre_labeled
control_000798,user_1856,user_60910,196,1709,True,6311,186,117,60,31,15,control,False,en,378,0.0598954206940263,"digitalart,photography",2025-03-23,1.0,pre_labeled
control_000233,user_7022,user_28841,1033,1568,True,3571,128,70,25,12,15,control,False,en,238,0.0666479977597311,"portrait,photography",2025-04-28,1.0,pre_labeled
treatment_000671,user_6528,user_72836,500,567,True,11826,612,223,93,108,55,treatment,True,en,983,0.0831219347201082,"AIArt,AIArt",2025-01-29,1.0,pre_labeled
control_000429,user_8877,user_54059,79,1745,True,5091,268,32,25,37,14,control,False,en,339,0.0665880966411314,"artistsontwitter,portrait",2025-01-20,1.0,pre_labeled
treatment_000555,user_5540,user_54721,606,350,True,11934,774,95,53,80,17,treatment,True,en,939,0.0786827551533433,GrokAI,2025-01-01,1.0,pre_labeled
treatment_000057,user_2388,user_15150,82,146,True,14117,520,115,96,66,14,treatment,True,en,745,0.0527732521073882,"SyntheticMedia,GrokImage,GrokImage",2025-03-05,1.0,pre_labeled
treatment_000133,user_6032,user_68430,661,1097,True,10971,534,64,109,118,31,treatment,True,en,738,0.0672682526661197,GrokAI,2025-03-17,1.0,pre_labeled
control_000378,user_6509,user_81905,297,448,True,5370,393,93,48,55,23,control,False,en,557,0.1037243947858473,"digitalart,artistsontwitter",2025-04-01,1.0,pre_labeled
control_000133,user_9163,user_87478,401,974,True,8733,422,152,65,120,42,control,False,en,681,0.0779800755754036,digitalart,2025-04-08,1.0,pre_labeled
control_000555,user_6577,user_84386,188,655,True,5939,329,63,25,51,10,control,False,en,427,0.0718976258629398,"digitalart,portrait",2025-04-08,1.0,pre_labeled
control_000023,user_7498,user_32507,448,65,True,5398,303,39,52,26,6,control,False,en,400,0.0741015190811411,"portrait,artistsontwitter",2025-01-31,1.0,pre_labeled
treatment_000408,user_9408,user_35625,929,208,True,3086,163,46,21,39,9,treatment,True,en,239,0.077446532728451,"AIArt,GrokImage",2025-02-11,1.0,pre_labeled
treatment_000368,user_1199,user_99837,1842,864,True,15936,1211,311,128,149,40,treatment,True,en,1690,0.1060491967871486,"AIArt,SyntheticMedia",2025-03-16,1.0,pre_labeled
treatment_000507,user_3230,user_31389,593,1459,True,16557,608,286,101,154,17,treatment,True,en,1012,0.061122183970526,AIArt,2025-04-28,1.0,pre_labeled
control_000606,user_3952,user_66058,388,973,True,4202,89,49,35,28,13,control,False,en,186,0.0442646358876725,portrait,2025-01-09,1.0,pre_labeled
treatment_000504,user_3466,user_64954,478,435,True,7946,375,72,49,65,21,treatment,True,en,517,0.0650641832368487,GrokAI,2025-03-06,1.0,pre_labeled
control_000620,user_1341,user_90268,490,623,True,4630,286,28,38,37,19,control,False,en,371,0.0801295896328293,"portrait,photography,digitalart",2025-01-13,1.0,pre_labeled
treatment_000347,user_9423,user_79175,132,1984,True,23558,1681,314,90,154,85,treatment,True,en,2170,0.0921130826046353,AIArt,2025-04-07,1.0,pre_labeled
treatment_000386,user_1608,user_22816,191,1537,True,27770,2123,320,269,373,110,treatment,True,en,2822,0.1016204537270435,"GrokImage,GrokAI",2025-01-22,1.0,pre_labeled
control_000224,user_3572,user_18425,40,1130,True,2486,152,46,21,37,7,control,False,en,226,0.0909090909090909,"digitalart,photography",2025-01-05,1.0,pre_labeled
control_000094,user_3909,user_75033,687,1992,True,6684,430,114,22,35,19,control,False,en,585,0.0875224416517055,"portrait,photography,artistsontwitter",2025-04-21,1.0,pre_labeled
control_000028,user_1782,user_83122,86,129,True,3686,167,49,15,25,9,control,False,en,240,0.065111231687466,"portrait,digitalart,digitalart",2025-03-31,1.0,pre_labeled
control_000750,user_6781,user_35939,192,893,True,3506,220,49,14,23,13,control,False,en,296,0.0844266970907016,"photography,artistsontwitter",2025-02-23,1.0,pre_labeled
treatment_000475,user_8062,user_74192,486,1318,True,14324,896,222,113,158,26,treatment,True,en,1257,0.0877548170901982,"GrokImage,AIGenerated,GrokAI",2025-04-11,1.0,pre_labeled
control_000420,user_9445,user_42514,346,1254,True,4624,121,76,34,63,11,control,False,en,242,0.0523356401384083,artistsontwitter,2025-01-23,1.0,pre_labeled
treatment_000652,user_2821,user_14612,383,1306,True,4280,101,60,9,24,16,treatment,True,en,186,0.0434579439252336,"SyntheticMedia,GrokImage",2025-03-21,1.0,pre_labeled
treatment_000172,user_7943,user_52954,716,1559,True,7307,374,58,38,67,20,treatment,True,en,490,0.067058984535377,"GrokAI,SyntheticMedia",2025-02-21,1.0,pre_labeled
treatment_000038,user_3490,user_11311,1207,583,True,15653,613,231,135,197,77,treatment,True,en,1056,0.0674631061138439,"AIGenerated,SyntheticMedia",2025-01-07,1.0,pre_labeled
treatment_000713,user_7874,user_39765,364,1611,True,2801,206,55,16,39,13,treatment,True,en,290,0.1035344519814352,"AIGenerated,SyntheticMedia,AIGenerated",2025-01-05,1.0,pre_labeled
treatment_000090,user_4916,user_18998,506,1793,False,13116,904,239,107,187,49,treatment,True,en,1299,0.09903934126258,SyntheticMedia,2025-01-10,1.0,pre_labeled
control_000746,user_1927,user_85192,670,1845,True,2437,83,24,7,22,2,control,False,en,116,0.0475995075913007,portrait,2025-01-14,1.0,pre_labeled
control_000075,user_9480,user_63641,342,435,False,6670,511,130,18,39,30,control,False,en,689,0.1032983508245877,"photography,digitalart",2025-03-12,1.0,pre_labeled
control_000275,user_4569,user_93537,564,782,False,7509,470,72,38,98,23,control,False,en,603,0.0803036356372353,"portrait,digitalart",2025-03-05,1.0,pre_labeled
control_000707,user_5397,user_94861,163,1163,True,1440,72,21,6,19,4,control,False,en,103,0.0715277777777777,"photography,photography,artistsontwitter",2025-04-01,1.0,pre_labeled
control_000763,user_7112,user_52094,122,1040,False,10050,737,82,29,66,16,control,False,en,864,0.0859701492537313,"photography,artistsontwitter,portrait",2025-03-27,1.0,pre_labeled
treatment_000499,user_4832,user_12664,512,730,False,14880,912,88,88,88,31,treatment,True,en,1119,0.0752016129032258,AIGenerated,2025-04-27,1.0,pre_labeled
treatment_000338,user_2824,user_76929,488,1342,True,15814,1125,306,38,216,23,treatment,True,en,1492,0.094346781332996,"AIArt,GrokImage",2025-02-03,1.0,pre_labeled
treatment_000028,user_5908,user_87709,327,58,True,14825,875,190,38,208,57,treatment,True,en,1160,0.0782462057335581,AIGenerated,2025-03-19,1.0,pre_labeled
control_000258,user_5611,user_25881,376,945,True,2675,213,42,7,15,7,control,False,en,269,0.1005607476635514,"digitalart,digitalart,artistsontwitter",2025-01-06,1.0,pre_labeled
control_000653,user_3793,user_28243,310,627,True,5291,422,76,47,62,23,control,False,en,568,0.1073521073521073,artistsontwitter,2025-01-28,1.0,pre_labeled
control_000145,user_3374,user_34836,276,249,True,3059,101,22,30,40,4,control,False,en,157,0.0513239620791108,"portrait,digitalart",2025-03-04,1.0,pre_labeled
treatment_000169,user_1204,user_13245,733,81,True,5938,317,91,53,55,10,treatment,True,en,471,0.0793196362411586,GrokAI,2025-04-28,1.0,pre_labeled
control_000112,user_9338,user_91934,624,1091,True,4251,264,26,11,29,19,control,False,en,320,0.0752764055516349,portrait,2025-04-28,1.0,pre_labeled
treatment_000491,user_8808,user_87230,547,125,True,15214,354,259,82,189,59,treatment,True,en,754,0.0495596161430261,"AIGenerated,GrokAI",2025-04-24,1.0,pre_labeled
control_000153,user_4063,user_25693,800,357,True,5499,173,94,51,44,13,control,False,en,331,0.0601927623204218,"photography,photography",2025-02-12,1.0,pre_labeled
control_000232,user_6384,user_86343,365,67,True,2395,56,15,13,34,8,control,False,en,92,0.0384133611691022,"artistsontwitter,portrait",2025-04-28,1.0,pre_labeled
treatment_000587,user_1891,user_39280,544,1298,False,14370,1050,146,47,180,44,treatment,True,en,1287,0.0895615866388309,AIGenerated,2025-04-08,1.0,pre_labeled
treatment_000750,user_9650,user_35259,214,1379,True,9347,414,172,41,72,21,treatment,True,en,648,0.0693270568096715,AIArt,2025-04-21,1.0,pre_labeled
treatment_000657,user_6695,user_50960,594,1802,True,4820,190,70,45,20,18,treatment,True,en,323,0.06701244813278,"SyntheticMedia,AIGenerated",2025-02-18,1.0,pre_labeled
treatment_000234,user_5434,user_15988,769,1436,True,16822,920,330,144,88,58,treatment,True,en,1452,0.08631553917489,GrokAI,2025-01-29,1.0,pre_labeled
treatment_000732,user_9293,user_93959,559,1648,True,11980,785,178,108,141,54,treatment,True,en,1125,0.093906510851419,"SyntheticMedia,GrokImage,SyntheticMedia",2025-01-13,1.0,pre_labeled
control_000373,user_8828,user_21552,43,1836,False,1099,41,5,7,6,5,control,False,en,58,0.0527752502274795,photography,2025-01-09,1.0,pre_labeled
control_000616,user_4014,user_18126,223,1503,True,7448,587,96,20,100,29,control,False,en,732,0.09828141783029,photography,2025-02-04,1.0,pre_labeled
control_000134,user_8824,user_19252,354,704,True,5034,277,78,23,43,19,control,False,en,397,0.0788637266587207,"photography,portrait",2025-04-17,1.0,pre_labeled
treatment_000108,user_5243,user_43403,702,904,True,8114,435,97,74,47,16,treatment,True,en,622,0.0766576287897461,"AIGenerated,GrokImage",2025-03-30,1.0,pre_labeled
treatment_000568,user_6782,user_96682,589,1192,False,3466,91,39,25,21,13,treatment,True,en,168,0.048470859780727,"GrokImage,SyntheticMedia,AIArt",2025-02-19,1.0,pre_labeled
control_000090,user_3492,user_64451,261,1737,True,6508,419,82,13,70,11,control,False,en,525,0.0806699446834665,"portrait,portrait",2025-04-17,1.0,pre_labeled
control_000147,user_4784,user_68131,127,1877,True,8861,550,107,73,29,27,control,False,en,757,0.08543053831396,"digitalart,artistsontwitter,artistsontwitter",2025-02-07,1.0,pre_labeled
control_000248,user_4147,user_89165,795,1247,True,6430,151,75,24,78,23,control,False,en,273,0.042457231726283,"photography,portrait",2025-02-11,1.0,pre_labeled
control_000400,user_7063,user_60558,152,139,True,5773,316,49,15,48,15,control,False,en,395,0.0684219643166464,artistsontwitter,2025-03-06,1.0,pre_labeled
control_000084,user_6835,user_42579,1014,1554,False,2964,195,53,18,37,10,control,False,en,276,0.0931174089068826,"portrait,digitalart",2025-03-06,1.0,pre_labeled
control_000546,user_1050,user_87364,372,1000,True,2460,111,37,24,35,4,control,False,en,176,0.0715447154471544,"photography,photography,photography",2025-02-07,1.0,pre_labeled
control_000050,user_3723,user_35504,387,1370,False,10218,716,80,68,100,19,control,False,en,883,0.0864161284008612,"artistsontwitter,artistsontwitter",2025-02-04,1.0,pre_labeled
treatment_000734,user_2874,user_83489,239,833,True,19637,1376,305,84,246,32,treatment,True,en,1797,0.0915109232571166,AIGenerated,2025-04-22,1.0,pre_labeled
treatment_000717,user_5428,user_14371,643,275,True,8597,393,152,33,88,23,treatment,True,en,601,0.0699081074793532,SyntheticMedia,2025-01-29,1.0,pre_labeled
treatment_000454,user_6371,user_68484,202,1918,True,7753,586,44,24,88,31,treatment,True,en,685,0.0883528956532955,"SyntheticMedia,GrokAI,GrokAI",2025-01-19,1.0,pre_labeled
treatment_000264,user_9906,user_77776,467,1150,True,15391,546,109,150,170,18,treatment,True,en,823,0.0534728087843544,"GrokAI,GrokImage",2025-04-10,1.0,pre_labeled
treatment_000075,user_5280,user_55407,88,163,True,4547,93,38,24,47,13,treatment,True,en,168,0.0369474378711238,"GrokImage,AIArt,GrokAI",2025-04-13,1.0,pre_labeled
treatment_000444,user_5574,user_88749,97,1733,True,9101,710,71,47,98,18,treatment,True,en,846,0.0929568179320953,"GrokImage,AIArt,AIArt",2025-01-18,1.0,pre_labeled
treatment_000395,user_8870,user_67038,48,1992,True,8753,421,65,38,31,32,treatment,True,en,556,0.0635210784873757,"GrokImage,AIGenerated,SyntheticMedia",2025-04-14,1.0,pre_labeled
treatment_000176,user_7452,user_18571,91,457,True,16497,1051,257,107,109,41,treatment,True,en,1456,0.0882584712371946,"SyntheticMedia,GrokAI,GrokAI",2025-04-13,1.0,pre_labeled
control_000242,user_2003,user_88265,741,1292,False,7471,272,111,60,68,12,control,False,en,455,0.0609021549993307,photography,2025-01-12,1.0,pre_labeled
control_000594,user_6085,user_89601,1678,1139,True,5549,384,35,44,46,12,control,False,en,475,0.0856010091908451,"artistsontwitter,digitalart,photography",2025-01-23,1.0,pre_labeled
control_000318,user_2836,user_81586,618,346,True,8692,637,127,42,97,24,control,False,en,830,0.0954901058444546,"portrait,portrait,artistsontwitter",2025-04-22,1.0,pre_labeled
control_000300,user_4545,user_38610,310,1447,True,7303,405,50,29,36,34,control,False,en,518,0.0709297548952485,"digitalart,photography",2025-02-08,1.0,pre_labeled
treatment_000595,user_8217,user_63166,544,1467,True,8864,222,73,85,46,12,treatment,True,en,392,0.0442238267148014,"AIArt,SyntheticMedia,AIGenerated",2025-02-28,1.0,pre_labeled
treatment_000061,user_7702,user_93500,842,1115,True,28862,2104,246,72,203,104,treatment,True,en,2526,0.0875199223893008,"GrokImage,GrokAI",2025-03-19,1.0,pre_labeled
control_000072,user_9815,user_76757,376,1509,False,9593,449,49,81,36,11,control,False,en,590,0.061503179401647,"artistsontwitter,digitalart,digitalart",2025-01-13,1.0,pre_labeled
control_000391,user_4197,user_45352,952,577,True,3571,130,61,32,44,7,control,False,en,230,0.0644077289274712,"digitalart,portrait",2025-03-08,1.0,pre_labeled
control_000698,user_1959,user_83348,250,1685,True,4216,296,41,38,54,17,control,False,en,392,0.0929791271347248,portrait,2025-03-26,1.0,pre_labeled
treatment_000278,user_1584,user_47597,330,1499,False,7863,353,154,34,60,14,treatment,True,en,555,0.0705837466615795,AIArt,2025-04-30,1.0,pre_labeled
treatment_000036,user_8723,user_82750,1365,1573,False,8820,264,114,48,124,11,treatment,True,en,437,0.0495464852607709,AIGenerated,2025-04-20,1.0,pre_labeled
treatment_000662,user_1316,user_14276,703,576,True,9940,256,188,29,60,15,treatment,True,en,488,0.0490945674044265,"GrokImage,AIGenerated",2025-03-21,1.0,pre_labeled
control_000643,user_7903,user_54377,191,1116,True,5412,174,93,53,36,17,control,False,en,337,0.0622690317812269,artistsontwitter,2025-04-25,1.0,pre_labeled
control_000586,user_1884,user_77059,163,1370,True,3259,68,34,9,28,3,control,False,en,114,0.0349800552316661,"artistsontwitter,digitalart",2025-03-15,1.0,pre_labeled
control_000177,user_3916,user_34782,601,969,True,7357,401,128,56,48,8,control,False,en,593,0.0806035068642109,"digitalart,digitalart,artistsontwitter",2025-01-08,1.0,pre_labeled
treatment_000738,user_7643,user_73562,985,892,True,8326,663,66,62,121,31,treatment,True,en,822,0.0987268796540956,"SyntheticMedia,SyntheticMedia",2025-04-18,1.0,pre_labeled
treatment_000191,user_6671,user_59422,611,426,True,6223,351,50,21,48,17,treatment,True,en,439,0.0705447533344046,"AIGenerated,GrokAI,AIArt",2025-04-09,1.0,pre_labeled
control_000119,user_3332,user_28915,475,731,True,5129,256,81,16,44,13,control,False,en,366,0.0713589393643985,"artistsontwitter,digitalart,artistsontwitter",2025-02-23,1.0,pre_labeled
treatment_000456,user_2333,user_29973,153,1856,True,12886,655,81,48,39,29,treatment,True,en,813,0.0630917274561539,GrokAI,2025-04-27,1.0,pre_labeled
treatment_000675,user_7530,user_37186,568,672,True,11707,362,95,34,59,41,treatment,True,en,532,0.0454428974118049,"GrokImage,AIGenerated,GrokImage",2025-03-03,1.0,pre_labeled
treatment_000760,user_2583,user_36201,677,1365,True,18827,548,273,72,195,52,treatment,True,en,945,0.0501938705051256,"SyntheticMedia,GrokImage,GrokAI",2025-03-08,1.0,pre_labeled
control_000644,user_6531,user_74022,621,1060,True,7306,378,66,30,41,35,control,False,en,509,0.0696687653983027,"photography,photography",2025-03-10,1.0,pre_labeled
treatment_000728,user_5393,user_11850,663,917,True,15987,365,121,77,222,20,treatment,True,en,583,0.0364671295427534,AIGenerated,2025-02-26,1.0,pre_labeled
treatment_000412,user_3513,user_51465,1481,1356,True,9963,201,173,93,80,31,treatment,True,en,498,0.0499849442938873,"GrokAI,GrokImage,GrokAI",2025-03-14,1.0,pre_labeled
control_000298,user_7484,user_78429,98,628,False,3421,77,48,16,18,14,control,False,en,155,0.0453083893598363,"photography,digitalart,digitalart",2025-01-12,1.0,pre_labeled
control_000025,user_5655,user_50640,326,795,True,2904,94,49,12,24,12,control,False,en,167,0.0575068870523415,portrait,2025-02-24,1.0,pre_labeled
treatment_000616,user_3247,user_67141,431,753,True,8841,322,155,65,93,11,treatment,True,en,553,0.0625494853523357,"AIArt,AIGenerated,AIGenerated",2025-01-16,1.0,pre_labeled
treatment_000114,user_5549,user_63276,360,1399,True,10340,583,150,101,37,44,treatment,True,en,878,0.0849129593810444,"GrokAI,SyntheticMedia",2025-04-06,1.0,pre_labeled
treatment_000417,user_2096,user_75916,693,936,True,10306,453,52,99,66,45,treatment,True,en,649,0.0629730254220842,"AIArt,GrokImage,GrokAI",2025-01-18,1.0,pre_labeled
control_000722,user_8869,user_26955,360,799,True,3565,244,36,30,43,6,control,False,en,316,0.0886395511921458,portrait,2025-04-19,1.0,pre_labeled
control_000169,user_5524,user_74546,842,1124,True,11067,689,168,90,136,51,control,False,en,998,0.0901780066865455,digitalart,2025-02-05,1.0,pre_labeled
treatment_000604,user_8433,user_25964,624,453,True,5211,258,26,51,55,23,treatment,True,en,358,0.0687008251775091,GrokAI,2025-01-18,1.0,pre_labeled
control_000752,user_3329,user_63812,507,1173,True,3152,193,21,8,37,8,control,False,en,230,0.0729695431472081,portrait,2025-02-26,1.0,pre_labeled
