post_id,author_id,author_username,author_followers,author_account_age_days,author_created,text,created_at,lang,has_media,media_types,media_urls,likes,retweets,replies,views,bookmarks,quotes,hashtags,content_type,ai_generated,engagement_total,engagement_rate
treatment_000102,user_9164,user_88558,91,61,2022-01-01,Synthetic treatment post #102,2025-03-18,en,True,photo,,305,44,38,7251,55,30,"aigenerated,syntheticmedia,aiart",treatment,True,417,0.0575093090608192
treatment_000434,user_7344,user_34052,451,1330,2022-01-01,Synthetic treatment post #434,2025-01-13,en,False,photo,,789,93,42,12654,138,41,"grokimage,aiart",treatment,True,965,0.0762604709973131
treatment_000074,user_5222,user_72421,429,321,2022-01-01,Synthetic treatment post #74,2025-04-25,en,True,photo,,164,109,54,6384,86,26,"aigenerated,syntheticmedia,grokimage",treatment,True,353,0.05529448621553885
control_000631,user_6330,user_54678,751,165,2022-01-01,Synthetic control post #631,2025-03-07,en,True,photo,,35,23,12,1765,13,8,"digitalart,photography",control,False,78,0.04419263456090652
control_000199,user_6428,user_50572,73,398,2022-01-01,Synthetic control post #199,2025-04-23,en,True,photo,,298,84,35,5249,61,22,"portrait,digitalart",control,False,439,0.08363497809106496
control_000730,user_7097,user_88376,516,1045,2022-01-01,Synthetic control post #730,2025-02-24,en,True,photo,,535,95,24,7519,26,29,portrait,control,False,683,0.09083654741321984
treatment_000302,user_1410,user_59478,248,688,2022-01-01,Synthetic treatment post #302,2025-02-15,en,False,photo,,217,76,24,5053,41,6,"grokai,syntheticmedia",treatment,True,323,0.06392242232337225
control_000577,user_2160,user_21061,359,1167,2022-01-01,Synthetic control post #577,2025-04-25,en,True,photo,,247,93,42,7670,25,11,"artistsontwitter,photography,portrait",control,False,393,0.05123859191655802
control_000544,user_1410,user_38002,119,608,2022-01-01,Synthetic control post #544,2025-01-09,en,True,photo,,322,116,43,7509,109,13,photography,control,False,494,0.06578772140098549
control_000501,user_1232,user_74889,221,881,2022-01-01,Synthetic control post #501,2025-03-01,en,False,photo,,151,35,5,2395,35,5,"digitalart,artistsontwitter,portrait",control,False,196,0.08183716075156576
control_000024,user_3463,user_40676,203,1104,2022-01-01,Synthetic control post #24,2025-04-28,en,False,photo,,306,85,35,4393,53,7,"artistsontwitter,digitalart",control,False,433,0.09856590029592534
treatment_000762,user_7966,user_80264,1139,105,2022-01-01,Synthetic treatment post #762,2025-01-27,en,True,photo,,638,156,85,9075,36,40,"aiart,syntheticmedia,aigenerated",treatment,True,919,0.101267217630854
treatment_000733,user_7821,user_61286,565,1434,2022-01-01,Synthetic treatment post #733,2025-02-08,en,True,photo,,753,72,50,9577,51,25,aiart,treatment,True,900,0.0939751487939856
treatment_000388,user_6764,user_63519,372,1441,2022-01-01,Synthetic treatment post #388,2025-03-24,en,True,photo,,634,349,127,18420,241,55,"grokai,aiart",treatment,True,1165,0.06324647122692725
treatment_000235,user_4547,user_55324,540,848,2022-01-01,Synthetic treatment post #235,2025-02-28,en,False,photo,,290,101,44,8192,52,23,"aiart,grokimage,grokai",treatment,True,458,0.055908203125
control_000525,user_4343,user_80473,315,139,2022-01-01,Synthetic control post #525,2025-02-21,en,True,photo,,166,34,20,3034,30,3,"digitalart,portrait",control,False,223,0.07350032959789057
treatment_000267,user_8461,user_40016,227,1722,2022-01-01,Synthetic treatment post #267,2025-01-05,en,True,photo,,748,181,38,12463,43,27,"grokai,syntheticmedia",treatment,True,994,0.07975607799085292
treatment_000305,user_6165,user_95772,1423,778,2022-01-01,Synthetic treatment post #305,2025-03-17,en,True,photo,,745,206,42,10775,32,30,grokai,treatment,True,1023,0.09494199535962877
control_000092,user_4895,user_57635,553,1768,2022-01-01,Synthetic control post #92,2025-04-10,en,True,photo,,231,119,14,6621,50,17,"photography,digitalart",control,False,381,0.05754417761667422
treatment_000117,user_4086,user_70993,613,664,2022-01-01,Synthetic treatment post #117,2025-01-09,en,True,photo,,149,116,39,6704,24,33,"syntheticmedia,grokimage,aiart",treatment,True,337,0.050268496420047735
control_000489,user_4152,user_20953,343,1068,2022-01-01,Synthetic control post #489,2025-04-16,en,True,photo,,231,76,40,5146,34,15,digitalart,control,False,362,0.07034589972794403
treatment_000673,user_5693,user_99230,547,752,2022-01-01,Synthetic treatment post #673,2025-04-17,en,True,photo,,776,323,131,19469,62,60,grokai,treatment,True,1290,0.06625918126251991
treatment_000249,user_8000,user_90331,1768,574,2022-01-01,Synthetic treatment post #249,2025-03-24,en,False,photo,,1461,151,151,25647,186,40,"aiart,grokimage",treatment,True,1803,0.07030061995555036
control_000359,user_2860,user_16655,564,1125,2022-01-01,Synthetic control post #359,2025-03-27,en,True,photo,,504,128,29,6508,83,17,"artistsontwitter,digitalart",control,False,678,0.10417947141979103
control_000524,user_1377,user_62784,724,1415,2022-01-01,Synthetic control post #524,2025-04-09,en,True,photo,,67,23,4,1691,21,5,"digitalart,portrait",control,False,99,0.058545239503252515
treatment_000071,user_4247,user_20313,1080,1119,2022-01-01,Synthetic treatment post #71,2025-04-05,en,True,photo,,248,136,55,7688,25,16,"aigenerated,grokai,syntheticmedia",treatment,True,455,0.05918314255983351
treatment_000094,user_6757,user_81832,496,1779,2022-01-01,Synthetic treatment post #94,2025-04-11,en,True,photo,,2718,384,85,36259,528,81,"grokimage,syntheticmedia,aigenerated",treatment,True,3268,0.0901293471965581
control_000165,user_7096,user_15044,215,1339,2022-01-01,Synthetic control post #165,2025-03-11,en,True,photo,,236,24,32,3578,53,9,"portrait,artistsontwitter",control,False,301,0.08412520961430967
treatment_000033,user_1218,user_10950,1520,962,2022-01-01,Synthetic treatment post #33,2025-03-14,en,True,photo,,366,105,62,8038,90,16,aiart,treatment,True,549,0.0683005722816621
treatment_000799,user_6958,user_59732,590,630,2022-01-01,Synthetic treatment post #799,2025-02-18,en,True,photo,,682,203,102,12123,71,45,"aigenerated,grokimage,syntheticmedia",treatment,True,1032,0.08512744370205395
control_000367,user_7714,user_69145,1141,234,2022-01-01,Synthetic control post #367,2025-02-10,en,True,photo,,541,203,162,17560,117,48,"portrait,artistsontwitter,digitalart",control,False,954,0.054328018223234624
treatment_000448,user_6311,user_39856,838,1301,2022-01-01,Synthetic treatment post #448,2025-01-29,en,True,photo,,525,139,43,11748,101,20,"syntheticmedia,aiart",treatment,True,727,0.06188287368062649
treatment_000445,user_5663,user_29933,185,1597,2022-01-01,Synthetic treatment post #445,2025-04-01,en,True,photo,,400,82,44,6377,91,21,"aigenerated,grokimage,grokai",treatment,True,547,0.08577701113376196
treatment_000771,user_9014,user_91864,463,1626,2022-01-01,Synthetic treatment post #771,2025-03-29,en,True,photo,,615,145,46,11198,41,26,"syntheticmedia,grokai,aiart",treatment,True,832,0.07429898196106448
treatment_000716,user_2883,user_54340,499,1175,2022-01-01,Synthetic treatment post #716,2025-01-17,en,True,photo,,686,218,163,20212,221,91,aiart,treatment,True,1158,0.057292697407480705
control_000210,user_5900,user_40246,1067,955,2022-01-01,Synthetic control post #210,2025-02-07,en,True,photo,,167,38,9,2919,40,10,"portrait,photography",control,False,224,0.07673860911270983
control_000416,user_4007,user_87050,383,324,2022-01-01,Synthetic control post #416,2025-01-28,en,True,photo,,180,77,23,8861,51,30,"digitalart,portrait,artistsontwitter",control,False,310,0.03498476469924388
treatment_000000,user_3814,user_19496,549,1835,2022-01-01,Synthetic treatment post #0,2025-02-05,en,True,photo,,499,131,72,9570,119,41,"grokai,syntheticmedia,aigenerated",treatment,True,743,0.07763845350052247
control_000513,user_5661,user_89493,79,568,2022-01-01,Synthetic control post #513,2025-04-18,en,True,photo,,560,55,59,7048,99,18,"digitalart,photography",control,False,692,0.0981838819523269
control_000296,user_3803,user_69868,869,113,2022-01-01,Synthetic control post #296,2025-01-07,en,True,photo,,224,83,37,4246,63,16,"portrait,digitalart,photography",control,False,360,0.08478568064060292
treatment_000077,user_5398,user_11989,838,606,2022-01-01,Synthetic treatment post #77,2025-03-11,en,True,photo,,147,39,37,3997,37,18,"aiart,aigenerated",treatment,True,241,0.06029522141606205
treatment_000084,user_4521,user_43327,230,1037,2022-01-01,Synthetic treatment post #84,2025-03-15,en,True,photo,,631,123,21,8344,76,28,"grokai,grokimage",treatment,True,803,0.09623681687440076
control_000150,user_8438,user_93709,44,70,2022-01-01,Synthetic control post #150,2025-01-24,en,True,photo,,128,45,31,3758,36,7,"artistsontwitter,digitalart,photography",control,False,211,0.05614688664183076
treatment_000082,user_5240,user_16389,905,1085,2022-01-01,Synthetic treatment post #82,2025-02-06,en,True,photo,,189,47,54,6373,57,7,grokimage,treatment,True,297,0.04660285579789738
treatment_000457,user_5202,user_32006,253,207,2022-01-01,Synthetic treatment post #457,2025-03-02,en,False,photo,,781,179,117,18935,152,85,"grokai,aiart",treatment,True,1162,0.061367837338262475
control_000235,user_7999,user_43761,370,1177,2022-01-01,Synthetic control post #235,2025-04-15,en,False,photo,,492,75,68,7380,106,36,"artistsontwitter,portrait",control,False,671,0.09092140921409214
treatment_000676,user_1153,user_25273,106,903,2022-01-01,Synthetic treatment post #676,2025-03-20,en,True,photo,,402,123,88,11247,59,40,"aigenerated,aiart",treatment,True,653,0.05805992709166889
control_000737,user_7308,user_88840,310,1574,2022-01-01,Synthetic control post #737,2025-02-04,en,True,photo,,450,57,26,6873,54,6,"artistsontwitter,photography",control,False,539,0.07842281390950094
control_000369,user_8677,user_92187,582,874,2022-01-01,Synthetic control post #369,2025-04-18,en,False,photo,,793,185,74,10185,136,47,photography,control,False,1099,0.10790378006872853
treatment_000436,user_9519,user_79622,107,1810,2022-01-01,Synthetic treatment post #436,2025-01-04,en,False,photo,,177,49,25,4703,48,9,"syntheticmedia,grokai,aiart",treatment,True,260,0.05528386136508612
treatment_000770,user_5993,user_36647,649,1477,2022-01-01,Synthetic treatment post #770,2025-03-30,en,True,photo,,1320,155,102,17312,87,32,aigenerated,treatment,True,1609,0.0929413123844732
control_000069,user_3633,user_38235,94,1681,2022-01-01,Synthetic control post #69,2025-02-28,en,False,photo,,282,102,37,6159,25,23,"portrait,digitalart,photography",control,False,444,0.07208962493911349
treatment_000644,user_2151,user_36357,216,1528,2022-01-01,Synthetic treatment post #644,2025-04-15,en,True,photo,,2250,544,97,31498,167,76,"aiart,syntheticmedia",treatment,True,2967,0.09419645691789955
control_000062,user_2201,user_77849,435,1027,2022-01-01,Synthetic control post #62,2025-04-17,en,True,photo,,448,58,41,6136,38,25,digitalart,control,False,572,0.09322033898305085
control_000754,user_6077,user_54519,296,1792,2022-01-01,Synthetic control post #754,2025-04-14,en,True,photo,,76,31,10,2552,12,4,"digitalart,photography,artistsontwitter",control,False,121,0.04741379310344827
control_000230,user_9790,user_93533,232,1389,2022-01-01,Synthetic control post #230,2025-04-04,en,True,photo,,273,113,64,8694,27,35,"portrait,photography",control,False,485,0.05578559926386013
control_000469,user_7595,user_64811,580,1297,2022-01-01,Synthetic control post #469,2025-02-18,en,True,photo,,284,32,9,3665,21,9,"photography,portrait,digitalart",control,False,334,0.09113233287858118
control_000390,user_1333,user_73401,1314,955,2022-01-01,Synthetic control post #390,2025-02-09,en,True,photo,,390,142,22,7261,33,35,"photography,artistsontwitter",control,False,589,0.08111830326401322
treatment_000404,user_9910,user_31441,252,1626,2022-01-01,Synthetic treatment post #404,2025-03-25,en,True,photo,,765,166,24,11141,123,20,grokai,treatment,True,975,0.08751458576429405
control_000587,user_9682,user_45129,27,1155,2022-01-01,Synthetic control post #587,2025-03-14,en,True,photo,,614,162,82,8692,107,18,"digitalart,artistsontwitter",control,False,876,0.10078232857800276
control_000241,user_3508,user_85009,409,172,2022-01-01,Synthetic control post #241,2025-04-26,en,False,photo,,110,54,19,3427,16,15,"artistsontwitter,photography,portrait",control,False,198,0.05777648088707324
control_000468,user_4153,user_48309,170,46,2022-01-01,Synthetic control post #468,2025-01-07,en,True,photo,,382,61,23,7651,72,26,digitalart,control,False,492,0.06430531956606979
treatment_000104,user_3437,user_10880,602,1144,2022-01-01,Synthetic treatment post #104,2025-02-17,en,True,photo,,760,89,79,15405,52,29,"grokimage,grokai",treatment,True,957,0.062122687439143134
treatment_000609,user_9327,user_72121,732,1543,2022-01-01,Synthetic treatment post #609,2025-03-16,en,True,photo,,1039,104,46,14791,128,26,aigenerated,treatment,True,1215,0.08214454735988101
control_000146,user_3525,user_35987,520,981,2022-01-01,Synthetic control post #146,2025-02-27,en,True,photo,,278,56,7,3585,26,5,portrait,control,False,346,0.09651324965132496
treatment_000688,user_8541,user_31212,317,61,2022-01-01,Synthetic treatment post #688,2025-03-01,en,True,photo,,774,267,90,19784,176,85,"syntheticmedia,grokai",treatment,True,1216,0.061463809138697936
control_000246,user_9214,user_18608,193,266,2022-01-01,Synthetic control post #246,2025-02-08,en,False,photo,,60,30,21,2362,11,2,digitalart,control,False,113,0.04784081287044877
control_000026,user_5693,user_20050,154,171,2022-01-01,Synthetic control post #26,2025-03-19,en,True,photo,,487,68,48,6731,83,21,"digitalart,portrait,photography",control,False,624,0.09270539295795573
control_000417,user_9040,user_10273,364,1334,2022-01-01,Synthetic control post #417,2025-02-21,en,False,photo,,492,63,40,6296,21,28,photography,control,False,623,0.09895171537484117
control_000240,user_4890,user_74864,648,1448,2022-01-01,Synthetic control post #240,2025-03-19,en,True,photo,,176,34,31,3279,29,6,"digitalart,photography,portrait",control,False,247,0.07532784385483379
treatment_000062,user_1926,user_66971,281,1950,2022-01-01,Synthetic treatment post #62,2025-02-19,en,True,photo,,915,168,107,16780,61,79,"syntheticmedia,grokai,aigenerated",treatment,True,1269,0.07562574493444577
treatment_000281,user_8037,user_50450,643,342,2022-01-01,Synthetic treatment post #281,2025-02-10,en,True,photo,,731,160,94,9515,134,35,"aigenerated,grokai",treatment,True,1020,0.10719915922228061
control_000052,user_6850,user_40952,313,1600,2022-01-01,Synthetic control post #52,2025-03-24,en,True,photo,,83,51,10,2797,20,13,"digitalart,portrait",control,False,157,0.05613156953879156
treatment_000778,user_8715,user_63899,337,1026,2022-01-01,Synthetic treatment post #778,2025-02-10,en,True,photo,,86,27,13,2734,23,12,"grokimage,aigenerated,grokai",treatment,True,138,0.05047549378200439
control_000406,user_8082,user_64559,477,598,2022-01-01,Synthetic control post #406,2025-04-06,en,False,photo,,63,44,9,2523,20,5,photography,control,False,121,0.04795877923107412
treatment_000238,user_2162,user_61106,289,630,2022-01-01,Synthetic treatment post #238,2025-02-23,en,False,photo,,585,84,85,8684,88,17,"aigenerated,grokimage",treatment,True,771,0.08878397052049747
treatment_000223,user_7803,user_80255,324,1354,2022-01-01,Synthetic treatment post #223,2025-03-28,en,True,photo,,850,114,37,11442,58,48,"syntheticmedia,grokimage,aiart",treatment,True,1049,0.0916797762628911
treatment_000145,user_2062,user_55760,521,1565,2022-01-01,Synthetic treatment post #145,2025-04-29,en,True,photo,,1185,249,112,15426,152,69,"aigenerated,grokimage",treatment,True,1615,0.10469337482172955
control_000690,user_8650,user_93421,388,539,2022-01-01,Synthetic control post #690,2025-03-16,en,True,photo,,214,42,27,3898,43,7,artistsontwitter,control,False,290,0.07439712673165726
treatment_000373,user_9708,user_85002,611,1160,2022-01-01,Synthetic treatment post #373,2025-03-21,en,True,photo,,1141,228,141,17263,145,72,"syntheticmedia,grokai",treatment,True,1582,0.09164108208306783
control_000507,user_2238,user_22551,875,1198,2022-01-01,Synthetic control post #507,2025-01-04,en,True,photo,,265,55,20,3580,44,4,artistsontwitter,control,False,344,0.09608938547486033
treatment_000118,user_1273,user_21467,565,1208,2022-01-01,Synthetic treatment post #118,2025-03-03,en,True,photo,,356,91,39,4795,67,19,"aigenerated,syntheticmedia,grokimage",treatment,True,505,0.10531803962460896
control_000398,user_6815,user_26439,137,471,2022-01-01,Synthetic control post #398,2025-02-03,en,True,photo,,220,28,9,4443,17,7,"photography,digitalart,portrait",control,False,264,0.05941931127616475
